id,name,type,parentId,longitude,latitude
120113,北辰区,4,120100,117.135614,39.224638
120114,武清区,4,120100,117.04456,39.384108
120115,宝坻区,4,120100,117.309748,39.717054
120116,滨海新区,4,120100,117.69641,39.017809
120117,宁河区,4,120100,117.826674,39.329749
120118,静海区,4,120100,116.975474,38.947772
120119,蓟州区,4,120100,117.408432,40.046544
130102,长安区,4,130100,114.538955,38.03682
130104,桥西区,4,130100,114.45004,38.025245
130105,新华区,4,130100,114.463904,38.050749
130107,井陉矿区,4,130100,114.062258,38.065446
130108,裕华区,4,130100,114.531599,38.007002
130109,藁城区,4,130100,114.846562,38.022177
130110,鹿泉区,4,130100,114.313559,38.086536
130111,栾城区,4,130100,114.647922,37.900915
130121,井陉县,4,130100,114.145669,38.032366
130123,正定县,4,130100,114.57043,38.14699
130125,行唐县,4,130100,114.553044,38.437535
130126,灵寿县,4,130100,114.383013,38.307908
130127,高邑县,4,130100,114.611659,37.615905
130128,深泽县,4,130100,115.20089,38.184572
130129,赞皇县,4,130100,114.386114,37.666549
130130,无极县,4,130100,114.976256,38.178852
130131,平山县,4,130100,114.186007,38.260288
130132,元氏县,4,130100,114.525508,37.767332
130133,赵县,4,130100,114.775914,37.756935
130171,石家庄高新技术产业开发区,4,130100,,
130172,石家庄循环化工园区,4,130100,,
130181,辛集市,4,130100,115.217626,37.943239
130183,晋州市,4,130100,115.044141,38.033937
130184,新乐市,4,130100,114.683745,38.343952
130202,路南区,4,130200,118.154348,39.624988
130203,路北区,4,130200,118.201085,39.625079
130204,古冶区,4,130200,118.447134,39.73392
130205,开平区,4,130200,118.262246,39.671634
130207,丰南区,4,130200,118.085169,39.576031
130208,丰润区,4,130200,118.162426,39.832919
130209,曹妃甸区,4,130200,118.460197,39.273528
130224,滦南县,4,130200,118.68363,39.520272
130225,乐亭县,4,130200,118.91245,39.425748
130227,迁西县,4,130200,118.31467,40.141486
130229,玉田县,4,130200,117.738196,39.901827
130271,河北唐山芦台经济开发区,4,130200,,
130272,唐山市汉沽管理区,4,130200,,
130273,唐山高新技术产业开发区,4,130200,,
130274,河北唐山海港经济开发区,4,130200,,
130281,遵化市,4,130200,117.965878,40.189119
130283,迁安市,4,130200,118.701021,39.998861
130284,滦州市,4,130200,118.70301,39.740963
130302,海港区,4,130300,119.564962,39.94756
130303,山海关区,4,130300,119.775187,39.978882
130304,北戴河区,4,130300,119.48449,39.834912
130306,抚宁区,4,130300,119.244847,39.876253
130321,青龙满族自治县,4,130300,118.94985,40.407473
130322,昌黎县,4,130300,119.199846,39.699677
130324,卢龙县,4,130300,118.891931,39.892564
130371,秦皇岛市经济技术开发区,4,130300,,
130372,北戴河新区,4,130300,,
130402,邯山区,4,130400,114.531062,36.59457
130403,丛台区,4,130400,114.492875,36.636434
130404,复兴区,4,130400,114.462581,36.638879
130406,峰峰矿区,4,130400,114.212571,36.419298
130407,肥乡区,4,130400,114.800199,36.548545
130408,永年区,4,130400,114.536626,36.74188
130423,临漳县,4,130400,114.585514,36.322504
130424,成安县,4,130400,114.670094,36.445331
130425,大名县,4,130400,115.147985,36.286406
130426,涉县,4,130400,113.692157,36.586073
130427,磁县,4,130400,114.373965,36.37507
130430,邱县,4,130400,115.200049,36.811783
130431,鸡泽县,4,130400,114.889951,36.911525
130432,广平县,4,130400,114.921185,36.476727
130433,馆陶县,4,130400,115.281818,36.548295
130434,魏县,4,130400,114.939217,36.35926
130435,曲周县,4,130400,114.957549,36.766347
130471,邯郸经济技术开发区,4,130400,,
130473,邯郸冀南新区,4,130400,,
130481,武安市,4,130400,114.203685,36.69759
130502,襄都区,4,130500,114.507443,37.071314
130503,信都区,4,130500,114.468229,37.093798
130505,任泽区,4,130500,114.671339,37.121958
130506,南和区,4,130500,114.683683,37.005626
130522,临城县,4,130500,114.498651,37.444512
130523,内丘县,4,130500,114.512226,37.287612
130524,柏乡县,4,130500,114.693447,37.48288
130525,隆尧县,4,130500,114.770509,37.351232
130528,宁晋县,4,130500,114.940006,37.624524
130529,巨鹿县,4,130500,115.037884,37.221293
130530,新河县,4,130500,115.251005,37.520891
130531,广宗县,4,130500,115.142766,37.074795
130532,平乡县,4,130500,115.03008,37.063771
130533,威县,4,130500,115.266829,36.975164
130534,清河县,4,130500,115.665081,37.0451
130535,临西县,4,130500,115.501258,36.871312
130571,河北邢台经济开发区,4,130500,,
130581,南宫市,4,130500,115.40866,37.358907
130582,沙河市,4,130500,114.503023,36.855548
130602,竞秀区,4,130600,115.458671,38.877318
130606,莲池区,4,130600,115.497153,38.883528
130607,满城区,4,130600,115.322246,38.949732
130608,清苑区,4,130600,115.48988,38.76527
130609,徐水区,4,130600,115.655772,39.018781
130623,涞水县,4,130600,115.713651,39.394305
130624,阜平县,4,130600,114.195118,38.849221
130626,定兴县,4,130600,115.808183,39.263219
130627,唐县,4,130600,114.982968,38.748477
130628,高阳县,4,130600,115.779149,38.700846
130629,容城县,4,130600,115.861635,39.043321
130630,涞源县,4,130600,114.694416,39.360622
130631,望都县,4,130600,115.15542,38.696221
130632,安新县,4,130600,115.935688,38.936102
130633,易县,4,130600,115.497487,39.350219
130634,曲阳县,4,130600,114.740476,38.614409
130635,蠡县,4,130600,115.583701,38.488064
130636,顺平县,4,130600,115.135133,38.837988
130637,博野县,4,130600,115.464295,38.458048
130638,雄县,4,130600,116.108624,38.994825
130671,保定高新技术产业开发区,4,130600,,
130672,保定白沟新城,4,130600,,
130681,涿州市,4,130600,115.97444,39.485684
130682,定州市,4,130600,114.990321,38.516746
130683,安国市,4,130600,115.327088,38.418985
130684,高碑店市,4,130600,115.873612,39.327233
130702,桥东区,4,130700,114.894114,40.788472
130703,桥西区,4,130700,114.868604,40.819553
130705,宣化区,4,130700,115.099515,40.609444
130706,下花园区,4,130700,115.287127,40.502628
130708,万全区,4,130700,114.740584,40.767377
130709,崇礼区,4,130700,115.282345,40.974741
130722,张北县,4,130700,114.719927,41.159039
130723,康保县,4,130700,114.60018,41.853016
130724,沽源县,4,130700,115.688544,41.670497
130725,尚义县,4,130700,113.968763,41.076588
130726,蔚县,4,130700,114.589136,39.840154
130727,阳原县,4,130700,114.150267,40.104303
130728,怀安县,4,130700,114.386488,40.67527
130730,怀来县,4,130700,115.517868,40.415625
130731,涿鹿县,4,130700,115.196835,40.382681
130732,赤城县,4,130700,115.831256,40.913348
130771,张家口经济开发区,4,130700,,
130772,张家口市察北管理区,4,130700,,
130773,张家口市塞北管理区,4,130700,,
130802,双桥区,4,130800,117.943121,40.974679
130803,双滦区,4,130800,117.799588,40.959426
130804,鹰手营子矿区,4,130800,117.659341,40.546424
130821,承德县,4,130800,118.174166,40.768082
130822,兴隆县,4,130800,117.500558,40.417358
130824,滦平县,4,130800,117.332652,40.941644
130825,隆化县,4,130800,117.739026,41.314402
130826,丰宁满族自治县,4,130800,116.645798,41.209951
130827,宽城满族自治县,4,130800,118.485472,40.611333
130828,围场满族蒙古族自治县,4,130800,117.75934,41.938372
130871,承德高新技术产业开发区,4,130800,,
130881,平泉市,4,130800,118.702032,41.018482
130902,新华区,4,130900,116.866309,38.314094
130903,运河区,4,130900,116.842964,38.283456
130921,沧县,4,130900,117.007478,38.21985569
130922,青县,4,130900,116.804137,38.583657
130923,东光县,4,130900,116.537138,37.888844
130924,海兴县,4,130900,117.497545,38.143308
130925,盐山县,4,130900,117.230681,38.058074
130926,肃宁县,4,130900,115.829619,38.423044
130927,南皮县,4,130900,116.708603,38.038761
130928,吴桥县,4,130900,116.391557,37.628225
130929,献县,4,130900,116.152058,38.180381
130930,孟村回族自治县,4,130900,117.104514,38.053438
130971,河北沧州经济开发区,4,130900,,
130972,沧州高新技术产业开发区,4,130900,,
130973,沧州渤海新区,4,130900,,
130981,泊头市,4,130900,116.578322,38.084262
130982,任丘市,4,130900,116.084412,38.685325
130983,黄骅市,4,130900,117.330043,38.372266
130984,河间市,4,130900,116.099362,38.446656
131002,安次区,4,131000,116.6945443,39.50256863
131003,广阳区,4,131000,116.710667,39.52343
131022,固安县,4,131000,116.298696,39.438797
131023,永清县,4,131000,116.50608,39.330983
131024,香河县,4,131000,117.006072,39.763772
131025,大城县,4,131000,116.653917,38.705232
131026,文安县,4,131000,116.457628,38.873185
131028,大厂回族自治县,4,131000,116.98961,39.886569
131071,廊坊经济技术开发区,4,131000,,
131081,霸州市,4,131000,116.391488,39.125238
131082,三河市,4,131000,117.078269,39.982933
131102,桃城区,4,131100,115.675208,37.735152
131103,冀州区,4,131100,115.579392,37.550922
131121,枣强县,4,131100,115.724365,37.514217
131122,武邑县,4,131100,115.887498,37.802036
131123,武强县,4,131100,115.982119,38.041447
131124,饶阳县,4,131100,115.725898,38.235313
131125,安平县,4,131100,115.518918,38.234769
131126,故城县,4,131100,115.965877,37.347873
131127,景县,4,131100,116.270558,37.692831
131128,阜城县,4,131100,116.175424,37.862984
131171,河北衡水高新技术产业开发区,4,131100,,
131172,衡水滨湖新区,4,131100,,
131182,深州市,4,131100,115.559576,38.001535
140105,小店区,4,140100,112.565524,37.736865
140106,迎泽区,4,140100,112.563373,37.863308
140107,杏花岭区,4,140100,112.570412,37.894241
140108,尖草坪区,4,140100,112.486141,37.940052
140109,万柏林区,4,140100,112.515638,37.859738
140110,晋源区,4,140100,112.477869,37.715519
140121,清徐县,4,140100,112.359367,37.608751
140122,阳曲县,4,140100,112.67292,38.058511
140123,娄烦县,4,140100,111.79715,38.067569
140171,山西转型综合改革示范区,4,140100,,
140181,古交市,4,140100,112.175034,37.907414
140212,新荣区,4,140200,113.139628,40.256355
140213,平城区,4,140200,113.300179,40.076991
140214,云冈区,4,140200,113.150035,40.005844
140215,云州区,4,140200,113.612496,40.040156
140221,阳高县,4,140200,113.748944,40.361059
140222,天镇县,4,140200,114.090871,40.42087
140223,广灵县,4,140200,114.282703,39.760404
140224,灵丘县,4,140200,114.234452,39.442459
140225,浑源县,4,140200,113.69183,39.706485
140226,左云县,4,140200,112.703008,40.013442
140271,山西大同经济开发区,4,140200,,
140302,城区,4,140300,113.600694,37.847457
140303,矿区,4,140300,113.555279,37.868494
140311,郊区,4,140300,113.593998,37.943703
140321,平定县,4,140300,113.629777,37.804986
140322,盂县,4,140300,113.412279,38.086041
140403,潞州区,4,140400,113.122725,36.203305
140404,上党区,4,140400,113.051416,36.053104
140405,屯留区,4,140400,112.892301,36.3162
140406,潞城区,4,140400,113.228897,36.334597
140423,襄垣县,4,140400,113.051298,36.535629
140425,平顺县,4,140400,113.435859,36.20037
140426,黎城县,4,140400,113.387025,36.502258
140427,壶关县,4,140400,113.206836,36.115645
140428,长子县,4,140400,112.877922,36.122258
140429,武乡县,4,140400,112.86396,36.837865
140430,沁县,4,140400,112.699176,36.756152
140431,沁源县,4,140400,112.337726,36.499989
140471,山西长治高新技术产业园区,4,140400,,
140502,城区,4,140500,112.853452,35.50248
140521,沁水县,4,140500,112.186726,35.690119
140522,阳城县,4,140500,112.414798,35.486275
140524,陵川县,4,140500,113.280755,35.775239
140525,泽州县,4,140500,112.954123,35.543499
140581,高平市,4,140500,112.923798,35.798775
140602,朔城区,4,140600,112.432071,39.320196
140603,平鲁区,4,140600,112.28827,39.512219
140621,山阴县,4,140600,112.816421,39.527445
140622,应县,4,140600,113.190952,39.554471
140623,右玉县,4,140600,112.466926,39.989198
140671,山西朔州经济开发区,4,140600,,
140681,怀仁市,4,140600,113.133061,39.820522
140702,榆次区,4,140700,112.707564,37.698637
140703,太谷区,4,140700,112.551297,37.421392
140721,榆社县,4,140700,112.975378,37.071209
140722,左权县,4,140700,113.379412,37.082746
140723,和顺县,4,140700,113.570295,37.329696
140724,昔阳县,4,140700,113.707151,37.612577
140725,寿阳县,4,140700,113.176373,37.895191
140727,祁县,4,140700,112.335226,37.358425
140728,平遥县,4,140700,112.175825,37.189614
140729,灵石县,4,140700,111.778692,36.848085
140781,介休市,4,140700,111.916451,37.027538
140802,盐湖区,4,140800,110.998135,35.015549
140821,临猗县,4,140800,110.774553,35.144406
140822,万荣县,4,140800,110.837957,35.415805
140823,闻喜县,4,140800,111.224485,35.356664
140824,稷山县,4,140800,110.983273,35.604515
140825,新绛县,4,140800,111.224767,35.616007
140826,绛县,4,140800,111.568849,35.491764
140827,垣曲县,4,140800,111.670215,35.298297
140828,夏县,4,140800,111.219946,35.140733
140829,平陆县,4,140800,111.193957,34.829595
140830,芮城县,4,140800,110.694418,34.694173
140881,永济市,4,140800,110.447771,34.866499
140882,河津市,4,140800,110.712032,35.596357
140902,忻府区,4,140900,112.746357,38.403498
140921,定襄县,4,140900,112.957234,38.471725
140922,五台县,4,140900,113.255419,38.728056
140923,代县,4,140900,112.960102,39.066831
140924,繁峙县,4,140900,113.265464,39.188835
140925,宁武县,4,140900,112.304734,39.001498
140926,静乐县,4,140900,111.939498,38.359306
140927,神池县,4,140900,112.210997,39.091079
140928,五寨县,4,140900,111.846808,38.91111
140929,岢岚县,4,140900,111.572964,38.703989
140930,河曲县,4,140900,111.138247,39.38452
140931,保德县,4,140900,111.085944,39.022616
140932,偏关县,4,140900,111.508922,39.436917
140971,五台山风景名胜区,4,140900,,
140981,原平市,4,140900,112.711025,38.731412
141002,尧都区,4,141000,111.578797,36.082463
141021,曲沃县,4,141000,111.475783,35.641883
141022,翼城县,4,141000,111.719048,35.739706
141023,襄汾县,4,141000,111.441725,35.876293
141024,洪洞县,4,141000,111.67571,36.254087
141025,古县,4,141000,111.92031,36.266767
141026,安泽县,4,141000,112.250242,36.147921
141027,浮山县,4,141000,111.848883,35.968124
141028,吉县,4,141000,110.680513,36.096833
141029,乡宁县,4,141000,110.846585,35.970834
141030,大宁县,4,141000,110.752914,36.465126
141031,隰县,4,141000,110.940752,36.693345
141032,永和县,4,141000,110.631981,36.759524
141033,蒲县,4,141000,111.096457,36.41183
141034,汾西县,4,141000,111.563993,36.652833
141081,侯马市,4,141000,111.372002,35.619105
141082,霍州市,4,141000,111.755111,36.569046
141102,离石区,4,141100,111.150325,37.517797
141121,文水县,4,141100,112.028866,37.438101
141122,交城县,4,141100,112.155857,37.55169
141123,兴县,4,141100,111.127486,38.461818
141124,临县,4,141100,110.992712,37.951008
141125,柳林县,4,141100,110.888993,37.429816
141126,石楼县,4,141100,110.834712,36.998461
141127,岚县,4,141100,111.672156,38.279587
141128,方山县,4,141100,111.244309,37.895017
141129,中阳县,4,141100,111.178841,37.357816
141130,交口县,4,141100,111.181241,36.982205
141181,孝义市,4,141100,111.778935,37.146051
141182,汾阳市,4,141100,111.770834,37.261493
150102,新城区,4,150100,111.665325,40.858271
150103,回民区,4,150100,111.623485,40.808906
150104,玉泉区,4,150100,111.674157,40.753054
150105,赛罕区,4,150100,111.701166,40.792508
150121,土默特左旗,4,150100,111.16373,40.729044
150122,托克托县,4,150100,111.193879,40.277703
150123,和林格尔县,4,150100,111.821695,40.379226
150124,清水河县,4,150100,111.647351,39.921224
150125,武川县,4,150100,111.451226,41.096511
150172,呼和浩特经济技术开发区,4,150100,,
150202,东河区,4,150200,110.044008,40.57626
150203,昆都仑区,4,150200,109.840249,40.658075
150204,青山区,4,150200,109.902157,40.644081
150205,石拐区,4,150200,110.060783,40.676736
150206,白云鄂博矿区,4,150200,109.973195,41.769956
150207,九原区,4,150200,109.968082,40.611346
150221,土默特右旗,4,150200,110.527831,40.578253
150222,固阳县,4,150200,110.060055,41.034757
150223,达尔罕茂明安联合旗,4,150200,110.432626,41.698992
150271,包头稀土高新技术产业开发区,4,150200,,
150302,海勃湾区,4,150300,106.8228,39.690873
150303,海南区,4,150300,106.891472,39.441803
150304,乌达区,4,150300,106.726043,39.505609
150402,红山区,4,150400,118.953989,42.296317
150403,元宝山区,4,150400,119.288475,42.039602
150404,松山区,4,150400,118.916156,42.299795
150421,阿鲁科尔沁旗,4,150400,120.065533,43.872398
150422,巴林左旗,4,150400,119.362832,43.961547
150423,巴林右旗,4,150400,118.664235,43.534171
150424,林西县,4,150400,118.05545,43.61812
150425,克什克腾旗,4,150400,117.545413,43.265057
150426,翁牛特旗,4,150400,119.006187,42.936529
150428,喀喇沁旗,4,150400,118.701934,41.927103
150429,宁城县,4,150400,119.320056,41.600193
150430,敖汉旗,4,150400,119.921413,42.290731
150502,科尔沁区,4,150500,122.25545,43.623133
150521,科尔沁左翼中旗,4,150500,123.312202,44.126606
150522,科尔沁左翼后旗,4,150500,122.35677,42.935105
150523,开鲁县,4,150500,121.319216,43.601446
150524,库伦旗,4,150500,121.810629,42.735556
150525,奈曼旗,4,150500,120.657813,42.867433
150526,扎鲁特旗,4,150500,120.917953,44.567093
150571,通辽经济技术开发区,4,150500,,
150581,霍林郭勒市,4,150500,119.681242,45.533598
150602,东胜区,4,150600,109.963403,39.823066
150603,康巴什区,4,150600,109.858586,39.60793
150621,达拉特旗,4,150600,110.034133,40.412766
150622,准格尔旗,4,150600,111.27416,40.092513
150623,鄂托克前旗,4,150600,107.47733,38.182402
150624,鄂托克旗,4,150600,107.975948,39.089549
150625,杭锦旗,4,150600,108.736011,39.833243
150626,乌审旗,4,150600,108.819485,38.60453
150627,伊金霍洛旗,4,150600,109.747435,39.565064
150702,海拉尔区,4,150700,119.824542,49.234715
150703,扎赉诺尔区,4,150700,117.669939,49.511213
150721,阿荣旗,4,150700,123.458943,48.126553
150722,莫力达瓦达斡尔族自治旗,4,150700,124.519023,48.477728
150723,鄂伦春自治旗,4,150700,123.725643,50.591604
150724,鄂温克族自治旗,4,150700,119.755253,49.146692
150725,陈巴尔虎旗,4,150700,119.424026,49.328916
150726,新巴尔虎左旗,4,150700,118.269782,48.21827
150727,新巴尔虎右旗,4,150700,116.8237,48.671865
150781,满洲里市,4,150700,117.379134,49.59862
150782,牙克石市,4,150700,120.711639,49.285947
150783,扎兰屯市,4,150700,122.708475,48.028396
150784,额尔古纳市,4,150700,120.180506,50.243102
150785,根河市,4,150700,121.520165,50.779758
150802,临河区,4,150800,107.363536,40.750969
150821,五原县,4,150800,108.267466,41.088446
150822,磴口县,4,150800,107.008288,40.330534
150823,乌拉特前旗,4,150800,108.652114,40.737018
150824,乌拉特中旗,4,150800,108.513653,41.58813
150825,乌拉特后旗,4,150800,107.074748,41.08412
150826,杭锦后旗,4,150800,107.151296,40.886596
150902,集宁区,4,150900,113.168973,41.000742
150921,卓资县,4,150900,112.577716,40.894618
150922,化德县,4,150900,114.01029,41.904123
150923,商都县,4,150900,113.577778,41.562176
150924,兴和县,4,150900,113.834176,40.8723
150925,凉城县,4,150900,112.504243,40.532358
150926,察哈尔右翼前旗,4,150900,113.212409,40.783551
150927,察哈尔右翼中旗,4,150900,112.635348,41.277449
150928,察哈尔右翼后旗,4,150900,113.191505,41.435937
150929,四子王旗,4,150900,111.706663,41.533542
150981,丰镇市,4,150900,113.109875,40.437022
152201,乌兰浩特市,4,152200,122.093309,46.072233
152202,阿尔山市,4,152200,119.943577,47.17744
152221,科尔沁右翼前旗,4,152200,121.952638,46.079664
152222,科尔沁右翼中旗,4,152200,121.476357,45.060728
152223,扎赉特旗,4,152200,122.899627,46.723154
152224,突泉县,4,152200,121.593972,45.381918
152501,二连浩特市,4,152500,111.949594,43.64285
152502,锡林浩特市,4,152500,116.085814,43.933417
152522,阿巴嘎旗,4,152500,114.950185,44.022831
152523,苏尼特左旗,4,152500,113.667171,43.859718
152524,苏尼特右旗,4,152500,112.641806,42.742417
152525,东乌珠穆沁旗,4,152500,116.97526,45.497329
152526,西乌珠穆沁旗,4,152500,117.608668,44.587746
152527,太仆寺旗,4,152500,115.283173,41.876889
152528,镶黄旗,4,152500,113.847287,42.232371
152529,正镶白旗,4,152500,115.029748,42.287493
152530,正蓝旗,4,152500,115.991648,42.241815
152531,多伦县,4,152500,116.485549,42.203454
152571,乌拉盖管委会,4,152500,,
152921,阿拉善左旗,4,152900,105.666208,38.833589
152922,阿拉善右旗,4,152900,101.666917,39.216185
152923,额济纳旗,4,152900,101.055861,41.953963
152971,内蒙古阿拉善高新技术产业开发区,4,152900,,
210102,和平区,4,210100,123.420401,41.789766
210103,沈河区,4,210100,123.45884,41.795688
210104,大东区,4,210100,123.469828,41.805292
210105,皇姑区,4,210100,123.441468,41.824574
210106,铁西区,4,210100,123.334781,41.821721
210111,苏家屯区,4,210100,123.343937,41.665153
210112,浑南区,4,210100,123.449597,41.714729
210113,沈北新区,4,210100,123.584209,41.913071
210114,于洪区,4,210100,123.308062,41.793925
210115,辽中区,4,210100,122.766159,41.517449
210123,康平县,4,210100,123.343701,42.727249
210124,法库县,4,210100,123.440294,42.50108
210181,新民市,4,210100,122.835964,41.985757
210202,中山区,4,210200,121.644996,38.918357
210203,西岗区,4,210200,121.612461,38.914751
210204,沙河口区,4,210200,121.594201,38.904771
210211,甘井子区,4,210200,121.525469,38.952998
210212,旅顺口区,4,210200,121.261982,38.851742
210213,金州区,4,210200,121.782513,39.050211
210214,普兰店区,4,210200,121.938299,39.391565
210224,长海县,4,210200,122.588487,39.272779
210281,瓦房店市,4,210200,121.979463,39.62701
210283,庄河市,4,210200,122.965881,39.680825
210302,铁东区,4,210300,122.990888,41.089578
210303,铁西区,4,210300,122.969531,41.119719
210304,立山区,4,210300,123.029091,41.150401
210311,千山区,4,210300,122.9447506,41.0689014
210321,台安县,4,210300,122.436037,41.412866
210323,岫岩满族自治县,4,210300,123.280933,40.290995
210381,海城市,4,210300,122.685176,40.882548
210402,新抚区,4,210400,123.91293,41.861922
210403,东洲区,4,210400,124.038491,41.853001
210404,望花区,4,210400,123.784235,41.853484
210411,顺城区,4,210400,123.94504,41.883375
210421,抚顺县,4,210400,123.8999229,41.73009376
210422,新宾满族自治县,4,210400,125.039994,41.734031
210423,清原满族自治县,4,210400,124.924028,42.100804
210502,平山区,4,210500,123.769081,41.299658
210503,溪湖区,4,210500,123.767817,41.32931
210504,明山区,4,210500,123.861747,41.343624
210505,南芬区,4,210500,123.744822,41.100273
210521,本溪满族自治县,4,210500,124.119545,41.301553
210522,桓仁满族自治县,4,210500,125.361061,41.267048
210602,元宝区,4,210600,124.395577,40.136549
210603,振兴区,4,210600,124.383382,40.129706
210604,振安区,4,210600,124.470005,40.20154
210624,宽甸满族自治县,4,210600,124.783674,40.731319
210681,东港市,4,210600,124.152581,39.863193
210682,凤城市,4,210600,124.066873,40.45218
210702,古塔区,4,210700,121.128414,41.117481
210703,凌河区,4,210700,121.151069,41.115058
210711,太和区,4,210700,121.103445,41.109232
210726,黑山县,4,210700,122.126645,41.653552
210727,义县,4,210700,121.239558,41.533553
210781,凌海市,4,210700,121.35499,41.160636
210782,北镇市,4,210700,121.777503,41.588657
210802,站前区,4,210800,122.259058,40.673063
210803,西市区,4,210800,122.206431,40.666707
210804,鲅鱼圈区,4,210800,122.121764,40.226708
210811,老边区,4,210800,122.307956,40.671279
210881,盖州市,4,210800,122.34845,40.400259
210882,大石桥市,4,210800,122.482393,40.664851
210902,海州区,4,210900,121.662594,42.017794
210903,新邱区,4,210900,121.792067,42.087549
210904,太平区,4,210900,121.678637,42.010689
210905,清河门区,4,210900,121.416105,41.7831
210911,细河区,4,210900,121.680157,42.025412
210921,阜新蒙古族自治县,4,210900,121.757901,42.065175
210922,彰武县,4,210900,122.538563,42.386264
211002,白塔区,4,211000,123.174347,41.270397
211003,文圣区,4,211000,123.231262,41.282378
211004,宏伟区,4,211000,123.196725,41.217852
211005,弓长岭区,4,211000,123.419567,41.151787
211011,太子河区,4,211000,123.1814403,41.29502257
211021,辽阳县,4,211000,123.106426,41.206246
211081,灯塔市,4,211000,123.339398,41.426537
211102,双台子区,4,211100,122.07597,41.212401
211103,兴隆台区,4,211100,122.070685,41.120261
211104,大洼区,4,211100,122.082227,41.002679
211122,盘山县,4,211100,121.996408,41.243367
211202,银州区,4,211200,123.842472,42.286575
211204,清河区,4,211200,124.159232,42.54714
211221,铁岭县,4,211200,123.728933,42.223395
211223,西丰县,4,211200,124.727491,42.738178
211224,昌图县,4,211200,124.086628,42.779333
211281,调兵山市,4,211200,123.567039,42.468007
211282,开原市,4,211200,124.051886,42.577645
211302,双塔区,4,211300,120.453717,41.565814
211303,龙城区,4,211300,120.4133759,41.57674859
211321,朝阳县,4,211300,120.390001,41.497923
211322,建平县,4,211300,119.64328,41.402891
211324,喀喇沁左翼蒙古族自治县,4,211300,119.741223,41.12815
211381,北票市,4,211300,120.771389,41.801117
211382,凌源市,4,211300,119.401574,41.245445
211402,连山区,4,211400,120.869157,40.774784
211403,龙港区,4,211400,120.894054,40.735717
211404,南票区,4,211400,120.74971,41.10721
211421,绥中县,4,211400,120.34432,40.325576
211422,建昌县,4,211400,119.836669,40.824484
211481,兴城市,4,211400,120.756661,40.60999
220102,南关区,4,220100,125.307232,43.798665
220103,宽城区,4,220100,125.326614,43.943522
220104,朝阳区,4,220100,125.288168,43.833845
220105,二道区,4,220100,125.37419,43.865912
220106,绿园区,4,220100,125.256214,43.881047
220112,双阳区,4,220100,125.664583,43.525367
220113,九台区,4,220100,125.839549,44.151672
220122,农安县,4,220100,125.184921,44.432829
220171,长春经济技术开发区,4,220100,,
220172,长春净月高新技术产业开发区,4,220100,,
220173,长春高新技术产业开发区,4,220100,,
220174,长春汽车经济技术开发区,4,220100,,
220182,榆树市,4,220100,126.533126,44.840263
220183,德惠市,4,220100,125.728552,44.521788
220184,公主岭市,4,220100,124.79379,43.495116
220202,昌邑区,4,220200,126.574414,43.881896
220203,龙潭区,4,220200,126.562131,43.910743
220204,船营区,4,220200,126.540909,43.833806
220211,丰满区,4,220200,126.561351,43.821192
220221,永吉县,4,220200,126.497899,43.672198
220271,吉林经济开发区,4,220200,,
220272,吉林高新技术产业开发区,4,220200,,
220273,吉林中国新加坡食品区,4,220200,,
220281,蛟河市,4,220200,127.344773,43.72382
220282,桦甸市,4,220200,126.746245,42.972272
220283,舒兰市,4,220200,126.965515,44.405922
220284,磐石市,4,220200,126.060328,42.946608
220302,铁西区,4,220300,124.345994,43.146288
220303,铁东区,4,220300,124.409852,43.162664
220322,梨树县,4,220300,124.335389,43.30706
220323,伊通满族自治县,4,220300,125.305393,43.345754
220382,双辽市,4,220300,123.502398,43.518301
220402,龙山区,4,220400,125.13703,42.902194
220403,西安区,4,220400,125.149488,42.927252
220421,东丰县,4,220400,125.53096,42.677253
220422,东辽县,4,220400,124.991045,42.925636
220502,东昌区,4,220500,125.927187,41.702872
220503,二道江区,4,220500,126.042546,41.773989
220521,通化县,4,220500,125.758927,41.680135
220523,辉南县,4,220500,126.046006,42.684706
220524,柳河县,4,220500,125.744654,42.284594
220581,梅河口市,4,220500,125.711129,42.539183
220582,集安市,4,220500,126.193172,41.125805
220602,浑江区,4,220600,126.416093,41.945409
220605,江源区,4,220600,126.591178,42.056747
220621,抚松县,4,220600,127.449387,42.221038
220622,靖宇县,4,220600,126.813262,42.388902
220623,长白朝鲜族自治县,4,220600,128.20066,41.420253
220681,临江市,4,220600,126.918086,41.811979
220702,宁江区,4,220700,124.875965,45.209435
220721,前郭尔罗斯蒙古族自治县,4,220700,124.823417,45.118061
220722,长岭县,4,220700,123.967244,44.276293
220723,乾安县,4,220700,124.040651,45.003539
220771,吉林松原经济开发区,4,220700,,
220781,扶余市,4,220700,126.049534,44.989057
220802,洮北区,4,220800,122.851105,45.621545
220821,镇赉县,4,220800,123.19967,45.848195
220822,通榆县,4,220800,123.088093,44.812912
220871,吉林白城经济开发区,4,220800,,
220881,洮南市,4,220800,122.79845,45.356849
220882,大安市,4,220800,124.291032,45.507004
222401,延吉市,4,222400,129.507655,42.891034
222402,图们市,4,222400,129.843807,42.968039
222403,敦化市,4,222400,128.232235,43.372669
222404,珲春市,4,222400,130.365829,42.862551
222405,龙井市,4,222400,129.426529,42.767172
222406,和龙市,4,222400,129.010932,42.546434
222424,汪清县,4,222400,129.785137,43.317215
222426,安图县,4,222400,128.899744,43.111978
